Date	input3...9.	UT...5.	ReturnAUM.RGE	AdjAUM.AdjGE	GE_USDCAD	SPX_USDCAD	EU_USDCAD	UK_GBPCAD	JP_JPYCAD
01/16/2018	22912468890	0	22855603983	22879666933	-0.002481832	-0.003484309	-0.002112022	-0.003711373	0.011257282
01/17/2018	23118107663	0	23334689681	22855603983	0.009368501	0.01352311	0.004081944	0.004488773	-0.010796155
01/18/2018	23104671482	0	23089079077	23334689681	-0.000674859	-0.000895178	0.002402337	0.001227948	-0.004513688
01/19/2018	23184879399	0	23268849512	23089079077	0.003621762	0.003136594	0.002888604	-0.000156564	0.011151321
01/22/2018	23312575674	0	23448492290	23268849512	0.005830184	0.007702466	0.004913276	0.006291427	-0.004912583
01/23/2018	23376993134	0	23448003150	23448492290	0.003037603	0.001127781	0.004105505	0.004775816	0.016635688
01/24/2018	23241392760	0	23101598005	23448003150	-0.006014904	-0.00759268	-0.004852048	-0.00406076	-0.0036437
01/25/2018	23169014835	0	23079846060	23101598005	-0.003848622	-0.00417854	-0.000685818	-0.002815315	-0.010728251
01/26/2018	23252388516	-117781552.4	23475381191	22962064507	0.009590098	0.014928924	0.00252466	0.00117125	0.001103145
01/29/2018	23134214902	0	22994847794	23475381191	-0.006024285	-0.006248445	-0.007620724	-0.007175829	-0.001535661
01/30/2018	22930693923	0	22715464584	22994847794	-0.00938608	-0.011339915	-0.0052383	-0.007554535	-0.012911153
01/31/2018	22619282985	-179800000	22504595499	22535664584	-0.005070341	-0.00421867	-0.002677612	-0.004605753	-0.013841479
02/01/2018	22651142717	0	22672216535	22504595499	0.000930364	0.000451605	-0.002833105	-0.003534935	0.010830719
02/02/2018	22439386644	-3499000	22219755931	22668717535	-0.009787732	-0.012521958	-0.007721537	-0.005360033	-0.002945458
02/05/2018	21902483798	0	21352876919	22219755931	-0.025093359	-0.034864916	-0.010723069	-0.015667884	-0.007209194
02/06/2018	22019893641	9959155.25	22082713808	21362836074	0.002852882	0.022621973	-0.025086625	-0.029203876	-0.054641832
02/07/2018	22025767649	0	22059984425	22082713808	0.001553488	-0.004525273	0.015965711	0.017981753	0.00964544
02/08/2018	21574026645	0	21098640616	22059984425	-0.022035109	-0.033007933	-0.014323764	-0.002063128	0.019682706
02/09/2018	21640111051	0	21731934363	21098640616	0.0042432	0.016184752	-0.013980272	-0.023224519	-0.025273576
02/12/2018	21715620735	0	21980838517	21731934363	0.012213226	0.013914604	0.013978811	0.012048648	0.000899304
02/13/2018	21726616239	-22250000	21753154933	21958588517	0.001221483	0.001500174	-0.000943115	0.002724132	0.002484547
02/14/2018	21887593254	0	22076987593	21753154933	0.008653045	0.009742971	0.011113385	0.008915262	-0.004720759
02/15/2018	22095008515	0	22307510264	22076987593	0.009617636	0.00944913	0.00857831	0.007036318	0.022254825
02/16/2018	22217428048	-5.00E+05	22326563591	22307010264	0.004912159	0.001971248	0.010042697	0.008678974	0.016693475
02/20/2018	22238364979	0	22207624432	22326563591	-0.00138232	-0.002718848	0.004678601	0.003854438	-0.010218993
02/21/2018	22233486851	0	22237129001	22207624432	0.000163814	-0.001673183	0.003641269	0.006735764	0.002297434
02/22/2018	22296830788	0	22358278779	22237129001	0.002755907	0.004056188	0.001108249	-0.003726055	-0.000997047
02/23/2018	22390586319	0	22590740050	22358278779	0.008939191	0.013708827	-0.001974326	-0.001043914	0.000252737
02/26/2018	22738675673	0	23000966926	22590740050	0.011535028	0.014431281	0.006854762	0.0063488	0.01533106
02/27/2018	22636179279	-6971408.68	22521960763	22993995517	-0.005045839	-0.009016412	-0.002051131	-0.001231954	0.014447243
02/28/2018	22360408933	-154575000	22227465081	22367385763	-0.005945502	-0.00656026	-0.006058668	-0.009772399	-0.003798717
03/01/2018	22131296632	0	21897768518	22227465081	-0.01055194	-0.010821751	-0.011522334	-0.009326307	-0.011330863
03/02/2018	22189370352	0	22259101321	21897768518	0.003142539	0.008240295	-0.007123323	-0.008112579	-0.016820701
03/05/2018	22528387897	0	22858062382	22259101321	0.014633736	0.017661638	0.018428373	0.018627067	-0.004745567
03/06/2018	22511359097	0	22505753564	22858062382	-0.000249009	-0.003042646	0.00156737	0.001360226	0.011674349
03/07/2018	22629430279	0	22735754228	22505753564	0.004698481	0.00501843	0.009318782	0.007844138	-0.004376951
03/08/2018	22662773690	0	22721417201	22735754228	0.002587658	0.002410574	0.00241761	-0.000415031	0.002734969
03/09/2018	22717208309	0	22790174283	22721417201	0.003211925	0.00920329	-0.004510728	-0.00239871	-0.007465879
03/12/2018	22592065387	0	22640669578	22790174283	0.002151383	-0.001429557	0.002316207	0.000725982	0.022884349
03/13/2018	22661933450	0	22724546722	22640669578	0.002762927	0.000835551	0.003743105	0.002974552	0.014658855
03/14/2018	22596702521	0	22522998356	22724546722	-0.003261722	-0.004417147	-0.003177987	-0.002455435	-0.007080402
03/15/2018	22788735283	0	22975368123	22522998356	0.008189697	0.007785406	0.010576803	0.009668242	0.00873479
03/16/2018	22855353886	0	22932320824	22975368123	0.003367567	0.004657105	0.001859638	0.004351396	0.000682575
03/19/2018	22614836216	0	22357552383	22932320824	-0.011376772	-0.014542912	-0.006978259	-0.009395203	-0.011478156
03/20/2018	22612700521	-2300000	22609820293	22355252383	-0.000127372	0.00109929	-7.93E-05	0.001021	-0.009214596
03/21/2018	22381732663	0	22144689497	22609820293	-0.010590921	-0.011683672	-0.011789185	-0.009355039	-0.008272681
03/22/2018	21956855626	-2903000	21541258524	22141786497	-0.018927897	-0.027006181	-0.014070411	-0.012027785	0.019986644
03/23/2018	21474315400	-6000	20994348647	21541252524	-0.022350736	-0.025811918	-0.009798914	-0.005473467	-0.043312749
03/26/2018	21532434365	-196006781.6	21955339653	20798341866	0.019640384	0.030828938	0.002926198	0.004050397	-0.003354081
03/27/2018	21356467431	0	21157348449	21955339653	-0.009323592	-0.020053788	0.005442459	0.00730075	0.030900128
03/28/2018	21283902962	0	21236093981	21157348449	-0.002246251	-0.002181072	0.001734227	0.004271298	-0.024705204
03/29/2018	21467610618	4051201.61	21664324577	21240145182	0.009163291	0.014162989	0.000510982	-0.003110575	0.00684045
04/02/2018	21176394787	0	20906193619	21664324577	-0.012759545	-0.021427353	0.001828961	0.002709353	0.00190783
04/03/2018	21108829598	0	21044625347	20906193619	-0.003041583	0.004453969	-0.015754019	-0.012276255	-0.019278962
04/04/2018	21269707121	0	21436824113	21044625347	0.007857042	0.013265535	-0.000976927	0.004984777	-0.003170748
04/05/2018	21433932478	0	21588736350	21436824113	0.007222374	0.004546286	0.015742931	0.014770548	0.008060405
04/09/2018	21128904423	0	21139468814	20837781848	0.000499997	-0.000393596	0.001568229	0.000795222	-0.000154503
04/10/2018	21241646498	0	21365186520	21139468814	0.005815934	0.008459829	0.003294464	0.005148792	-0.006288825
04/11/2018	21080717783	0	20915768566	21365186520	-0.007824649	-0.009778725	-0.007417562	-0.003359383	-0.002633627
04/12/2018	21232757767	0	21379926649	20915768566	0.006931218	0.011097878	0.004398338	0.004841641	-0.005704869
04/13/2018	21222209042	0	21202332549	21379926649	-0.000936589	-0.00296574	0.0017122	0.001833119	0.006892251
04/16/2018	21275211168	0	21334092779	21202332549	0.002767616	0.00550998	-0.003241219	-0.005962445	0.001361138
04/17/2018	21429845087	0	21592308108	21334092779	0.007581157	0.010299867	0.005849629	0.001918951	0.000629085
04/18/2018	21541461567	0	21661830579	21592308108	0.005587783	0.00294148	0.007645698	0.009620757	0.018211709
04/19/2018	21519713069	0	21464710762	21661830579	-0.002555903	-0.004739386	0.000235688	0.001778066	0.003656977
04/20/2018	21542012393	0	21572768497	21464710762	0.001427727	0.000467475	0.001764077	0.00019767	0.003544738
04/23/2018	21723522495	0	21883686411	21572768497	0.007372834	0.008584854	0.007267304	0.007403003	-0.006692873
04/24/2018	21569886495	0	21403534987	21883686411	-0.007712211	-0.013688143	-0.00097973	0.004370698	0.006420974
04/25/2018	21612195907	0	21656555959	21403534987	0.002052547	0.006054723	-0.006913997	-0.004041927	-0.007359352
04/26/2018	21735808906	0	21890158229	21656555959	0.007101154	0.009806639	0.003848132	0.004810086	0.007835248
04/27/2018	21742314276	0	21763996903	21890158229	0.000997255	0.000258183	0.000519376	0.000175573	0.005368975
04/30/2018	21557998311	0	21391584196	21763996903	-0.007719368	-0.011464795	-0.003155675	-0.004018775	-0.001317826
05/01/2018	21724934013	0	21834797721	21391584196	0.005057033	0.008922753	-0.002107445	-0.005276623	-0.002613283
05/02/2018	21525514175	0	21369556529	21834797721	-0.007245246	-0.011092034	-0.000441553	-0.000537425	0.001387864
05/03/2018	21560942363	0	21590720966	21369556529	0.001381136	0.001473149	-0.003886449	-0.005882641	0.00298398
05/04/2018	21693930279	0	21831600549	21590720966	0.006346027	0.010259248	0.001860207	0.004288304	0.000663023
05/07/2018	21761188644	0	21833677812	21831600549	0.003331122	0.003067995	0.004703052	0.003392364	0.002713815
05/08/2018	21907042978	0	22071195677	21833677812	0.007493147	0.00805186	0.004525058	0.004399733	0.007041423
05/09/2018	21862640651	-5500	21842970142	22071190177	-0.000899732	0.001623716	-0.001728973	0.009179823	-0.017478428
05/10/2018	21925619340	0	21987796688	21842970142	0.002835831	0.005290624	-0.003227788	-0.007121564	0.00027185
05/11/2018	21982294215	0	22028886910	21987796688	0.002119556	-0.000403284	0.004418556	0.007130579	0.013799272
05/14/2018	22000341256	0	22013233051	22028886910	0.000585982	-0.00060385	2.11E-05	-0.000114842	0.003841966
05/16/2018	21947440532	-7424496.35	21842251778	22093123073	-0.004792757	-0.002290064	-0.010545735	-0.005802845	-0.011549576
05/17/2018	21980535959	0	21997701064	21842251778	0.000780923	-0.001558147	0.006327939	0.007710441	0.003362756
05/18/2018	22058938996	0	22143756660	21997701064	0.003845047	0.003252983	0.001201724	0.00254993	0.010045265
05/22/2018	21993452992	0	21858097623	22143756660	-0.006154348	-0.008452657	-0.000685725	-0.002010986	0.001952113
05/23/2018	22103416570	0	22227102228	21858097623	0.005595771	0.011612377	-0.008616702	-0.008905952	-0.003090894
05/24/2018	22073163689	0	22049843132	22227102228	-0.001056512	-0.0007061	-0.002194034	-0.005458403	-0.000207417
05/25/2018	22142247266	0	22212298028	22049843132	0.00316367	0.004024017	0.001813147	0.003554882	0.006648607
05/28/2018	22179761205	0	22203380572	22212298028	0.001064906	0.002696352	-0.003419516	0.00164921	0.002548465
05/29/2018	21906911480	0	21652542268	22203380572	-0.011611368	-0.011905942	-0.01887574	-0.015112178	0.002659405
05/30/2018	21722793542	-133100000	21683429736	21519442268	-0.001812097	0.002421764	-0.003377842	-0.002489797	-0.027665119
05/31/2018	21810402413	0	21893362734	21683429736	0.003803704	0.000291816	0.006121276	0.008187969	0.01570365
06/01/2018	21934126991	0	22076147500	21893362734	0.006474865	0.009485499	0.007816093	0.003418401	-0.008266554
06/04/2018	22012293648	0	22099902816	22076147500	0.003980011	0.002424814	0.003931384	0.003326743	0.009425717
06/05/2018	22141449756	0	22251781492	22099902816	0.00498304	0.006817679	0.000581218	-0.000183322	0.005981022
06/06/2018	22124061052	0	22136171704	22251781492	0.000547397	0.00089088	0.001884764	0.001996807	-0.001649309
06/07/2018	22268092001	-2500	22393140368	22136169204	0.005615585	0.004317845	0.006327828	0.003347016	0.015393997
06/08/2018	22259075873	0	22251230311	22393140368	-0.000352466	0.002661991	-0.007556226	-0.004717631	-0.007609391
06/11/2018	22383410864	0	22517033271	22251230311	0.005969707	0.003963765	0.013693672	0.009482209	0.004307324
06/12/2018	22341338360	-1.00E+07	22325563381	22507033271	-0.000706089	0.000472347	-0.004049758	-0.008489982	0.003011965
06/13/2018	22252769417	0	22175385713	22325563381	-0.003477486	-0.005137971	-0.000334615	-9.95E-05	0.001898292
06/14/2018	22384756279	-4726771.77	22520990466	22170658942	0.006086025	0.007532742	0.006803159	0.010528973	-0.00352405
06/15/2018	22535622360	-15489195.17	22719860783	22505501271	0.008175431	0.010819942	-0.00105161	-0.008697999	0.011381282
06/18/2018	22486267892	0	22426168252	22719860783	-0.002672726	-0.000916019	-0.007369007	-0.002533396	-0.005752968
06/19/2018	22450146263	0	22404679575	22426168252	-0.002025229	0.000688973	-0.006575713	-0.004312984	-0.007082236
06/20/2018	22535308525	0	22639555264	22404679575	0.004625929	0.003334887	0.005725965	0.005163049	0.011559
06/21/2018	22428282504	0	22321775126	22639555264	-0.004748798	-0.005598016	-0.005796598	-0.002431122	0.009896601
06/22/2018	22581185876	-1.00E+05	22736503868	22321675126	0.006878204	0.004460112	0.016258744	0.020341182	-0.011092576
06/25/2018	22232659562	0	21870366216	22736503868	-0.016295547	-0.016164913	-0.01903443	-0.025206487	-0.003980459
06/26/2018	22255332864	0	22295498548	21870366216	0.001804767	0.002656533	-0.000788721	0.001663491	-0.001652359
06/27/2018	22100375464	0	21936738933	22295498548	-0.007404242	-0.010317318	-0.000573622	0.00281851	-0.002582796
06/28/2018	22021709770	-41325000	22019477671	21895413933	-0.000101359	0.004285603	-0.011505875	-0.006772026	-0.008707269
06/29/2018	21940262944	0	21863261016	22019477671	-0.003509617	-0.007428475	0.008283635	0.002883499	-0.00983293
07/03/2018	21861367397	0	21813213791	21863261016	-0.00220268	-0.007134117	0.009635991	0.007617576	-0.002083382
07/04/2018	21768819966	-77500000	21749583325	21735713791	-0.000883679	-0.000949343	-0.000770647	-0.000964234	-0.00199485
07/05/2018	21829084132	0	21944111446	21749583325	0.005269452	0.007048917	0.007526214	0.003487462	-0.010090667
07/06/2018	21943437104	-9.00E+05	22065473820	21943211446	0.005561422	0.005640288	0.00384322	0.002913946	0.00939403
07/09/2018	22179071428	0	22362120323	22065473820	0.008253226	0.008707499	0.00589752	0.007950133	0.010452572
07/11/2018	22107435368	0	21916053230	22392617505	-0.008656913	-0.007056349	-0.012492437	-0.014258161	-0.013530086
07/12/2018	22297721784	0	22520233086	21916053230	0.009979105	0.01228473	0.008180191	0.009530102	0.002602971
07/13/2018	22324047911	1.00E+05	22353919561	22520333086	0.001338093	0.000661164	-0.000170665	-0.00077862	0.020402754
07/16/2018	22262156595	0	22182082331	22353919561	-0.003596878	-0.003797848	-0.00189585	-0.008615671	-0.001110067
07/17/2018	22412783366	-4824597.34	22571054093	22177257734	0.007061628	0.008523964	0.004867365	0.002625123	0.003378211
07/19/2018	22495071510	0	22472577817	22622812779	-0.000999939	-0.001541942	-0.002435607	-0.00018774	0.009788025
07/23/2018	22386629535	0	22415515664	22161517169	0.00129033	0.002982781	-0.001009841	-0.000908388	-0.010513026
07/24/2018	22528078488	-28000	22655480848	22415487664	0.00565527	0.004972064	0.008836349	0.010140995	0.004999236
07/25/2018	22583838452	0	22657629490	22655480848	0.003267427	0.007374355	-0.007041968	-0.008484458	-0.001640298
07/26/2018	22524011250	0	22458234220	22657629490	-0.002920307	-0.006071092	0.004398438	-0.002403145	-0.001457117
07/27/2018	22420495816	-1.00E+06	22322667317	22457234220	-0.004363351	-0.00823279	0.001698287	0.001472134	0.006403035
07/30/2018	22235955218	0	22050435258	22322667317	-0.008343242	-0.010511884	-0.002729292	-0.003238495	-0.009595145
07/31/2018	22305118911	0	22393216738	22050435258	0.003949669	0.006546866	0.002488933	0.005603156	-0.008939184
08/01/2018	22206699356	0	22101851702	22393216738	-0.004721442	-0.004032651	-0.009878171	-0.014971944	0.009666708
08/02/2018	22243382530	1500000	22285015113	22103351702	0.001871684	0.00755861	-0.010761285	-0.014301357	-0.008373153
08/03/2018	22265146062	0	22289066581	22285015113	0.001074348	0.002019636	0.001988927	0.007252812	0.001634277
08/07/2018	22463341304	0	22595531398	22289066581	0.005884703	0.004289549	0.009154394	0.009711509	0.010933689
08/08/2018	22518279128	0	22578243847	22595531398	0.002662935	0.002693493	0.001885049	0.004967964	0.000474174
08/09/2018	22450954996	0	22396606418	22578243847	-0.002420769	-0.003162053	-0.003468523	-0.007295823	-0.000930799
08/13/2018	22026784232	0	21940582704	21948967518	-0.003913487	-0.002141085	-0.002028596	-0.001235443	-0.018901585
08/14/2018	22083634823	0	22145629497	21940582704	0.002807268	0.004470046	-0.005687118	-0.007777796	0.012992271
08/15/2018	22021936289	0	21942759498	22145629497	-0.00359536	-0.001231215	-0.012467463	-0.015064918	0.003242687
08/16/2018	22158598095	0	22285460039	21942759498	0.005725179	0.006120777	0.009748605	0.010431263	-0.00073384
08/17/2018	22133822109	0	22107714458	22285460039	-0.001179536	-0.001218342	-0.003972328	-0.003116193	-0.000293135
08/20/2018	22183243312	0	22238922801	22107714458	0.00250998	0.00154699	0.006907214	0.005075326	-0.000565364
08/21/2018	22211397254	0	22236079899	22238922801	0.00111126	7.58E-05	0.007966932	0.002875928	-0.001701478
08/22/2018	22213887191	0	22225465447	22236079899	0.000521217	-0.001853771	0.005082244	0.003037167	0.000994882
08/23/2018	22158684218	0	22109683930	22225465447	-0.002211336	-0.000848389	-0.002855741	-0.006323277	0.002073268
08/24/2018	22286451210	14997500	22411816140	22124681430	0.005625163	0.006044528	0.004877447	0.003562859	0.004590792
08/27/2018	22361812076	0	22438724195	22411816140	0.00343944	0.002569438	0.003847896	-0.002624515	0.005661633
08/28/2018	22309265611	0	22230957619	22438724195	-0.003510111	-0.004434434	-0.001308846	-0.000227632	-0.003199499
08/29/2018	22439992519	-50000	22596126879	22230907619	0.006957862	0.008817225	0.004231907	0.004761112	-0.004591924
08/30/2018	22339659893	-2.10E+07	22278096721	22575126879	-0.002755779	-0.003085015	-0.004834456	-0.003994104	0.01283979
08/31/2018	22419050309	0	22480490544	22278096721	0.002740537	0.005609971	-0.004534066	-0.006345913	0.004161361
09/04/2018	22528363602	0	22603276885	22480490544	0.003325287	0.006516338	-0.004981235	-0.002186898	0.003353185
09/05/2018	22458857015	-75000	22364254565	22603201885	-0.004212256	-0.002387073	-0.004529736	6.78E-05	-0.006803439
09/06/2018	22359325752	0	22291312253	22364254565	-0.00304184	-0.002896707	-0.004618133	-0.008508502	0.000125798
09/07/2018	22221136813	0	22088387532	22291312253	-0.005974009	-0.005237702	-0.006336236	-0.008517768	-0.00859515
09/10/2018	22482616383	0	22548852523	22088387532	0.002946105	0.002468986	0.00699551	0.006148731	0.001725335
09/11/2018	22489994045	0	22506112638	22548852523	0.000716701	0.002062363	-0.003804081	-0.003997614	0.001094344
09/12/2018	22313500163	0	22141298854	22506112638	-0.00771736	-0.009691054	-0.001981786	-0.002882248	-0.004661638
09/13/2018	22429612559	0	22540708220	22141298854	0.00495308	0.005436791	0.00293837	0.001294588	0.003632374
09/14/2018	22474487527	0	22558107558	22540708220	0.003720665	0.002120424	0.004688416	0.003409658	0.013825257
09/17/2018	22426053488	0	22352493016	22558107558	-0.003280135	-0.006065588	0.002698651	0.005159923	0.002389527
09/18/2018	22468670030	-27001000	22525569551	22325492016	0.002532394	0.002436894	-0.000960246	-0.003143838	0.004118563
09/19/2018	22479501687	0	22482833502	22525569551	0.000148216	-0.001135856	-0.001650154	0.001851191	0.007415121
09/20/2018	22561861583	0	22655495735	22482833502	0.004150108	0.003719164	0.009903527	0.008445439	-0.003122143
09/21/2018	22624820058	0	22682962601	22655495735	0.002569857	0.000212337	0.005662637	0.005361233	0.008210194
09/24/2018	22590958227	0	22546779015	22682962601	-0.001955615	-0.002319819	-0.001928361	0.000196069	0.001316317
09/25/2018	22593005265	-34800000	22639840838	22511979015	0.002073012	0.0001624	0.005666788	0.009788879	0.00108657
09/26/2018	22420518875	-154096978.1	22416703727	22485743860	-0.000170163	-0.001826836	0.001286857	0.003546379	0.011253194
09/27/2018	22583306541	0	22748771967	22416703727	0.007326891	0.010263608	0.004929227	0.006899286	-0.013926932
09/28/2018	22285343815	0	22000556646	22748771967	-0.012779124	-0.010683764	-0.02410971	-0.021019622	0.00064035
10/01/2018	22154905113	0	22024204454	22000556646	-0.005899401	-0.004201091	-0.008461225	-0.009454534	-0.004392972
10/02/2018	22110984505	0	22059136291	22024204454	-0.002344908	-0.000669433	-0.007954414	-0.007854503	0.004318678
10/03/2018	22132271033	0	22134966561	22059136291	0.000121792	0.000828567	0.003584081	0.006681785	-0.010866044
10/04/2018	22075364877	0	21986185313	22134966561	-0.004039778	-0.00403141	-0.008197053	-0.006318655	0.004211517
10/05/2018	22035729229	0	21986019665	21986185313	-0.002255862	-0.001318846	-0.005337963	-0.005573002	-0.004952503
10/09/2018	21967938735	0	21910301415	21986019665	-0.002623702	-0.001802827	0.001261207	0.001916842	-0.011931757
10/10/2018	21508123805	0	21031433024	21910301415	-0.02216329	-0.031969232	-0.009771298	-0.003589053	0.017062872
10/11/2018	21178263093	0	20849047087	21031433024	-0.015544996	-0.01506474	-0.01195004	-0.013044071	-0.040609981
10/12/2018	21258070285	0	21410129078	20849047087	0.007152991	0.012263807	-0.003732178	-0.007565203	0.003609136
10/15/2018	21105038783	0	20944337041	21410129078	-0.007614378	-0.009491346	-0.000459121	-7.46E-05	-0.017462568
10/16/2018	21389854591	0	21688702928	20944337041	0.013971499	0.01787583	0.011688247	0.006030274	0.0037592
10/17/2018	21484928940	0	21581538311	21688702928	0.004496611	0.005041695	-0.003108307	-0.001235512	0.016135447
10/18/2018	21298617882	0	21085209955	21581538311	-0.010019802	-0.012497057	-0.006636894	-0.006538338	0.001044568
10/19/2018	21390214719	0	21497293815	21085209955	0.005005985	0.005661906	0.005316353	0.006986105	-0.007269636
10/22/2018	21310332398	0	21204007655	21497293815	-0.004989352	-0.004983178	-0.007126523	-0.007157482	0.000896475
10/23/2018	21144638856	0	20959816797	21204007655	-0.008740847	-0.004752584	-0.015952971	-0.011710302	-0.024589223
10/24/2018	20513754856	0	19909262805	20959816797	-0.029467645	-0.038036152	-0.015018909	-0.010893432	0.00327326
10/25/2018	20766045004	-43001375	21079465200	19866261430	0.015092917	0.024888214	0.009806372	0.004408634	-0.037593965
10/26/2018	20527000071	-43001375	20315598331	21036463825	-0.010298716	-0.015488131	-0.006622841	-0.006881606	0.003128499
10/29/2018	20509142712	0	20469496826	20315598331	-0.001933084	-0.005385566	0.011872494	0.01256245	-0.003594984
10/30/2018	20726109908	0	20956824923	20469496826	0.011131612	0.015860196	-0.002016675	-0.004300883	0.006370419
10/31/2018	20959664478	0	21219069900	20956824923	0.012376411	0.010774324	0.01403449	0.016716585	0.026476128
11/01/2018	21169397101	34935322.97	21329840993	21254005223	0.007579049	0.008710975	0.008147679	0.011587266	-0.014017944
11/02/2018	21151848730	21412183.81	21107220525	21351253177	-0.002109896	-0.00639247	0.001042686	-0.003766466	0.023128097
11/05/2018	21127806761	0	21138728661	21107220525	0.000516944	0.004142648	-0.001124462	0.004316828	-0.015359182
11/06/2018	21275516471	0	21433347377	21138728661	0.007418429	0.008757974	0.001296791	-0.001824701	0.010224276
11/07/2018	21590495512	-8000	21928111145	21433339377	0.015637234	0.020352746	0.014538212	0.01429576	-0.00440033
11/08/2018	21596670184	0	21571800676	21928111145	-0.001151544	-0.003041586	-0.002547072	0.002093452	0.016539987
11/09/2018	21566515308	-0.010000002	21515071139	21571800676	-0.002385372	-0.002393518	-0.003217872	-0.005614385	-0.00408976
11/12/2018	21271406634	0	20955943637	21515071139	-0.014830378	-0.017881016	-0.01724797	-0.017951945	0.003494966
11/13/2018	21282352806	0	21302985316	20955943637	0.000969466	0.000444496	0.011260005	0.012152497	-0.021098237
11/14/2018	21138824932	-19775000	21003115402	21283210316	-0.006419918	-0.008504216	-0.004490454	-0.003178752	0.003569032
11/15/2018	21218969562	0	21338127161	21003115402	0.005615617	0.010402842	-0.009839311	-0.016324366	-0.00694594
11/16/2018	21134145165	0	21054855488	21338127161	-0.003751733	-0.004254652	-0.001808796	-0.005844314	-0.000697855
11/19/2018	20940933677	0	20758274317	21054855488	-0.008722599	-0.014510648	2.35E-05	0.002141141	0.010606285
11/20/2018	20698576499	0	20458443438	20758274317	-0.011601429	-0.01352934	-0.010389158	-0.005808624	-0.002667307
11/21/2018	20857100066	0	21038756416	20458443438	0.008709569	0.007742791	0.014603965	0.015831482	-0.011694058
11/22/2018	20678555325	-45250000	20547299478	20993506416	-0.006347438	-0.006092516	-0.011956991	-0.011241846	0.004347523
11/23/2018	20613591265	0	20549251327	20547299478	-0.003121239	-0.005201628	-0.000197029	-0.005240229	0.003502492
11/26/2018	20858426476	0	21122100033	20549251327	0.012641105	0.015916151	0.012255111	0.013928608	0.003154632
11/28/2018	21306977630	-5000	21746329686	20978670076	0.020620102	0.028750186	0.004373217	0.004909356	0.009696041
11/29/2018	21244606839	0	21180358048	21746329686	-0.00302424	-0.007837523	0.006111259	0.001228122	0.006094103
11/30/2018	21320890431	-1600000	21405134782	21178758048	0.003951259	0.008868679	-0.006654157	-0.009100356	0.004839921
12/03/2018	21409091564	0	21511855586	21405134782	0.004800018	0.003373176	0.004984518	0.002374817	0.001247761
12/04/2018	20929808252	0	20450582077	21511855586	-0.022896826	-0.03126459	-0.00612227	-0.00508154	-0.011245232
12/05/2018	21132399792	0	21320037467	20450582077	0.008879147	0.01302389	0.000360175	-0.000972259	-0.002252231
12/06/2018	20987199308	0	20877019402	21320037467	-0.005249862	0.001948247	-0.024039155	-0.024614279	-0.012629487
12/07/2018	20509094975	0	20047134168	20877019402	-0.02252468	-0.03295965	-0.002952455	-0.000737742	0.003615991
12/10/2018	20479343246	0	20507090824	20047134168	0.001354906	0.009486899	-0.012381405	-0.018549931	-0.02119774
12/11/2018	20516692527	0	20566170935	20507090824	0.002411617	0.00109888	0.012145462	0.01373116	-0.004270757
12/12/2018	20593622958	0	20689383663	20566170935	0.004650017	-0.000763903	0.01436606	0.015483697	0.019357145
12/13/2018	20509200349	-103986005.7	20531360594	20585397658	0.001080503	0.001524908	-0.001591261	-0.002049146	0.007318033
12/14/2018	20229705609	0	19928933343	20531360594	-0.014867852	-0.017874766	-0.00947211	-0.008096955	-0.015971742
12/17/2018	19950560118	0	19670253807	19928933343	-0.014050047	-0.020334082	-0.00754795	-0.006000808	0.012637846
12/18/2018	19985746209	0	20021566597	19670253807	0.001792297	0.005020496	-0.0008646	-0.00412711	-0.011102377
12/19/2018	19795138052	5975493.16	19599178388	20027542090	-0.009899384	-0.017226738	0.006429458	0.008680622	-0.004337083
12/20/2018	19664901690	25500	19462908639	19599203888	-0.010271755	-0.010270947	-0.0095136	-0.003070785	-0.016322129
12/21/2018	19388304939	0	19183359394	19462908639	-0.010570576	-0.016233269	0.004520675	0.008924128	-0.004013001
12/24/2018	19067031419	0	18782009002	19183359394	-0.014948442	-0.024671684	-0.001769285	0.000730623	0.007182592
12/28/2018	19867943046	0	19956444940	19971145971	0.004454507	-0.001461248	0.022834163	0.026470771	0.00493979
12/31/2018	20041210953	-3875000	20216815644	19952569940	0.00876218	0.010193602	0.005640329	0.004909759	0.005911657
01/02/2019	19959789759	0	19854516090	20216815644	-0.005274287	-0.002543598	-0.011793504	-0.013392025	0.003775256
01/03/2019	19533573599	0	19113842749	19854516090	-0.021487663	-0.031422679	-0.013281898	-0.013099271	0.004522891
01/04/2019	19878159892	0	20240838204	19113842749	0.018245065	0.024997356	0.020614657	0.02201967	-0.03835382
01/07/2019	19937984126	0	19985518288	20240838204	0.002384101	0.001219993	-0.00269788	-0.0058699	0.016762798
01/08/2019	20068035724	0	20196352729	19985518288	0.006394099	0.007723531	0.00496029	0.002616947	0.006086301
01/09/2019	20161261343	-175000	20249922106	20196177729	0.00439758	0.000508723	0.007828871	0.003766272	0.011460795
01/10/2019	20201830805	-8739800	20258035975	20241182306	0.002782182	0.003721841	0.003525401	0.007243207	-0.013453626
01/15/2019	20286867224	0	20416670273	20092648317	0.006398378	0.009159663	-0.001131701	-0.00391343	0.003342971
01/16/2019	20334981965	0	20373559849	20416670273	0.001897119	0.002638172	0.002436512	-0.000113261	-0.009988928
01/17/2019	20501914269	0	20665137407	20373559849	0.007961361	0.010861496	0.002321005	0.002968906	-0.001881598
